model,model_name,language,window,operation,similarity,score,time
contextual,bert-base-multilingual-cased,en,0,sum,cosine,0.5262751443287728,64.0303359999998
contextual,bert-base-multilingual-cased,en,1,sum,cosine,0.57358553232272,67.84949650000272
contextual,bert-base-multilingual-cased,en,2,sum,cosine,0.5708872084146817,77.28842524999709
contextual,bert-base-multilingual-cased,en,3,sum,cosine,0.5671057271914741,72.78002004100199
contextual,bert-base-multilingual-cased,en,4,sum,cosine,0.5463537563323785,78.1358924169981
contextual,bert-base-multilingual-cased,en,5,sum,cosine,0.516738177285097,81.8937108329992
contextual,bert-base-multilingual-cased,en,6,sum,cosine,0.5012120945153337,76.05452870899899
contextual,bert-base-multilingual-cased,en,7,sum,cosine,0.4912007890614827,72.39053470800354
contextual,bert-base-multilingual-cased,en,8,sum,cosine,0.4822803007753925,74.6304499580001
contextual,bert-base-multilingual-cased,en,9,sum,cosine,0.4805023730633451,78.88286308299939
contextual,bert-base-multilingual-cased,en,10,sum,cosine,0.47930770196278716,74.03312837499834
contextual,bert-base-multilingual-uncased,en,0,sum,cosine,0.446697083345199,71.44407550000324
contextual,bert-base-multilingual-uncased,en,1,sum,cosine,0.5502020527982542,84.75205987499794
contextual,bert-base-multilingual-uncased,en,2,sum,cosine,0.5659214841942803,83.73762691699812
contextual,bert-base-multilingual-uncased,en,3,sum,cosine,0.5769334597307454,80.03200737499719
contextual,bert-base-multilingual-uncased,en,4,sum,cosine,0.5637755572748696,78.41018095899926
contextual,bert-base-multilingual-uncased,en,5,sum,cosine,0.5356588500313527,78.6528344579965
contextual,bert-base-multilingual-uncased,en,6,sum,cosine,0.5255544680976885,84.7195535840001
contextual,bert-base-multilingual-uncased,en,7,sum,cosine,0.517764254896859,86.57235304200003
contextual,bert-base-multilingual-uncased,en,8,sum,cosine,0.5078111097334691,91.69122904200049
contextual,bert-base-multilingual-uncased,en,9,sum,cosine,0.5041481084196733,90.33709554199959
contextual,bert-base-multilingual-uncased,en,10,sum,cosine,0.5034519147949861,86.20454125000106
contextual,EMBEDDIA/crosloengual-bert,en,0,sum,cosine,0.39398697276611183,82.43913941600113
contextual,EMBEDDIA/crosloengual-bert,en,1,sum,cosine,0.6046004024609157,87.88805395799864
contextual,EMBEDDIA/crosloengual-bert,en,2,sum,cosine,0.6023424331491857,93.20945870800278
contextual,EMBEDDIA/crosloengual-bert,en,3,sum,cosine,0.607003268439612,86.5775338329986
contextual,EMBEDDIA/crosloengual-bert,en,4,sum,cosine,0.5823685849214136,94.21723633299916
contextual,EMBEDDIA/crosloengual-bert,en,5,sum,cosine,0.5553916799891702,102.0945262919995
contextual,EMBEDDIA/crosloengual-bert,en,6,sum,cosine,0.5354366830127564,90.14108037500046
contextual,EMBEDDIA/crosloengual-bert,en,7,sum,cosine,0.5174804714802682,93.32766137499857
contextual,EMBEDDIA/crosloengual-bert,en,8,sum,cosine,0.5048731436754677,87.0722050000004
contextual,EMBEDDIA/crosloengual-bert,en,9,sum,cosine,0.4958175357090765,89.8548506249972
contextual,EMBEDDIA/crosloengual-bert,en,10,sum,cosine,0.49200619228035547,85.68082916599815
contextual,bert-base-cased,en,0,sum,cosine,0.4327769945220148,84.98424399999931
contextual,bert-base-cased,en,1,sum,cosine,0.5559957621979599,88.52320583399705
contextual,bert-base-cased,en,2,sum,cosine,0.551254105764567,93.18643520899786
contextual,bert-base-cased,en,3,sum,cosine,0.553461795368334,85.04538145900005
contextual,bert-base-cased,en,4,sum,cosine,0.5423358389992897,80.96303045799868
contextual,bert-base-cased,en,5,sum,cosine,0.5238791677769622,79.63595333299963
contextual,bert-base-cased,en,6,sum,cosine,0.5172156749760535,87.28719099999944
contextual,bert-base-cased,en,7,sum,cosine,0.5157574933105497,87.89013424999939
contextual,bert-base-cased,en,8,sum,cosine,0.5133434439564578,83.85556449999785
contextual,bert-base-cased,en,9,sum,cosine,0.5047254753696698,91.2460800000008
contextual,bert-base-cased,en,10,sum,cosine,0.49768515308477057,85.46360983400155
contextual,bert-base-uncased,en,0,sum,cosine,0.48837956490035495,80.59833312500268
contextual,bert-base-uncased,en,1,sum,cosine,0.6601911780637532,83.10080391600059
contextual,bert-base-uncased,en,2,sum,cosine,0.6499858164401888,84.14444145800007
contextual,bert-base-uncased,en,3,sum,cosine,0.6465702339508067,88.50708024999767
contextual,bert-base-uncased,en,4,sum,cosine,0.6240237977516031,87.70528604199717
contextual,bert-base-uncased,en,5,sum,cosine,0.5791974789685264,89.2276773750018
contextual,bert-base-uncased,en,6,sum,cosine,0.5572737351356057,85.81237212500127
contextual,bert-base-uncased,en,7,sum,cosine,0.5431624756495845,89.27026074999958
contextual,bert-base-uncased,en,8,sum,cosine,0.5317494412091959,87.65436512499946
